"document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized"
"00950a3641e6a28b04a6fabf6334140e2deaa9fd,train,Who kills the captain of the pirate ship?,Conan kills the captain.,Conan,Who kills the captain of the pirate ship ?,Conan kills the captain .,Conan"
"00950a3641e6a28b04a6fabf6334140e2deaa9fd,train,Who becomes the new captain of the pirate ship?,Conan becomes the new captain.,Conan becomes the new captain of the pirate ship.,Who becomes the new captain of the pirate ship ?,Conan becomes the new captain .,Conan becomes the new captain of the pirate ship ."
"00950a3641e6a28b04a6fabf6334140e2deaa9fd,train,What kind of queen does Olivia become?,Queen of the Blue Sea.,Queen of the Blue Sea.,What kind of queen does Olivia become ?,Queen of the Blue Sea .,Queen of the Blue Sea ."
"00950a3641e6a28b04a6fabf6334140e2deaa9fd,train,What does Olivia see in her dream?,A band of men turned into statues.,A band of men turned into statues,What does Olivia see in her dream ?,A band of men turned into statues .,A band of men turned into statues"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,What is Chelios' profession?,Hitman,British hitman,What is Chelios ' profession ?,Hitman,British hitman"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,Who does Carlito contract Chelios to kill?,mafia boss Don Kim,Don Kim,Who does Carlito contract Chelios to kill ?,mafia boss Don Kim,Don Kim"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,Where is Chelios when he is injected with a drug?,His apartment,A rooftop.,Where is Chelios when he is injected with a drug ?,His apartment,A rooftop ."
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,How does the drug Chelios is injected with eventually kill people?,""inhibits adrenalin flow, slows heart and brings on death"",It inhibits adrenaline and slows the heart until it stops.,How does the drug Chelios is injected with eventually kill people ?,""inhibits adrenalin flow , slows heart and brings on death"",It inhibits adrenaline and slows the heart until it stops ."
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,What does Carlito say when Chelios asks him for an antidote?,It doesn't exist.,He says there there is no antidote. ,What does Carlito say when Chelios asks him for an antidote ?,It does n't exist .,He says there there is no antidote ."
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,Who is Kaylo?,A transvestite that helps Chelios find Alex.,A transvestite,Who is Kaylo ?,A transvestite that helps Chelios find Alex .,A transvestite"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,Who is Eve?,Chelios' girlfriend,Chelios' girlfriend,Who is Eve ?,Chelios ' girlfriend,Chelios ' girlfriend"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,Which twist is revealed right before Chelios will be injected with a second dose of the drug?,""Having been spared by Chelios, Don Kim is alive."",Don Kim is alive and arrives,Which twist is revealed right before Chelios will be injected with a second dose of the drug ?,""Having been spared by Chelios , Don Kim is alive ."",Don Kim is alive and arrives"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,How does Verona try to escape from the rooftop battle?,Via helicopter,with carlito's helicopter,How does Verona try to escape from the rooftop battle ?,Via helicopter,with carlito s helicopter"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,How does Verona die?,Chelios snaps his neck.,Broken neck. ,How does Verona die ?,Chelios snaps his neck .,Broken neck ."
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,What is Ricky Verona's brother's name?,Alex,Alex,What is Ricky Verona s brother s name ?,Alex,Alex"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,Who is the mafia doctor that Chelios calls for an antidote?,Doc Miles,Doc Miles,Who is the mafia doctor that Chelios calls for an antidote ?,Doc Miles,Doc Miles"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,Who does Carlito hire Chelios to kill?,Don Kim,Don Kim,Who does Carlito hire Chelios to kill ?,Don Kim,Don Kim"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,What is the name of Chelios girlfriend?,Eve,Eve.,What is the name of Chelios girlfriend ?,Eve,Eve ."
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,Who is it that kills Carlito?,Ricky Venora,Verona,Who is it that kills Carlito ?,Ricky Venora,Verona"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,What was the name of Chelios' street informant?,Kaylo,Kaylo,What was the name of Chelios ' street informant ?,Kaylo,Kaylo"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,How did Ricky Verona find out his brother dies?,""Chelios calls him, using Verona's brother's phone."",From Chelios.,How did Ricky Verona find out his brother dies ?,""Chelios calls him , using Verona s brother s phone ."",From Chelios ."
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,What is the name of the rival group that Carlito is having problems with?,The Traids,Triad,What is the name of the rival group that Carlito is having problems with ?,The Traids,Triad"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,What did Verona do to avenge his brother's murder?,He sends his men to get Eve.,He goes after Eve,What did Verona do to avenge his brother s murder ?,He sends his men to get Eve .,He goes after Eve"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,""Who stops Carlito, on the hotel's rooftop, before he can flee aboard his helicopter?"",Carlios,Cheelios,""Who stops Carlito , on the hotel s rooftop , before he can flee aboard his helicopter ?"",Carlios,Cheelios"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,What is Chelios' job?,Hitman,Hitman.,What is Chelios ' job ?,Hitman,Hitman ."
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,Who is Chelios contracted to kill?,Don Kim,Don Kim. ,Who is Chelios contracted to kill ?,Don Kim,Don Kim ."
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,What does Chelios have to do after being injected with a drug?,Keep his adrenaline up,keep his adrenaline pumping,What does Chelios have to do after being injected with a drug ?,Keep his adrenaline up,keep his adrenaline pumping"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,Who was Chelios planning to retire for?,Eve,Eve. ,Who was Chelios planning to retire for ?,Eve,Eve ."
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,Who was kidnapped by Carlito's men?,Kaylo,Kaylo,Who was kidnapped by Carlito s men ?,Kaylo,Kaylo"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,Who appears as Carlito is about to inject Chelios with another syringe?,Don Kim,Don Kim,Who appears as Carlito is about to inject Chelios with another syringe ?,Don Kim,Don Kim"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,Who eventually injects Chelios with the second syringe?,Verona,Carlito,Who eventually injects Chelios with the second syringe ?,Verona,Carlito"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,How does Carlito try to escape the rooftop?,Helicopter,in his helicopter,How does Carlito try to escape the rooftop ?,Helicopter,in his helicopter"
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,How does Carlito die?,Verona shoots him,Verona shoots him to death.,How does Carlito die ?,Verona shoots him,Verona shoots him to death ."
"00ee9e01a0e581e0d8cbf7e865a895147c480c5e,train,Why did Chelios call Eve?,To apologize for not coming back ,To apologize for not coming back,Why did Chelios call Eve ?,To apologize for not coming back,To apologize for not coming back"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,How long did Crash play in the majors?,21 days,21 days,How long did Crash play in the majors ?,21 days,21 days"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,How long did Crash play in the minor league?,12 years,12 years,How long did Crash play in the minor league ?,12 years,12 years"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,Who does Annie have a relationship with in the beginning of the story?,Ebby/Nuke,Ebby/Nuke,Who does Annie have a relationship with in the beginning of the story ?,Ebby/Nuke,Ebby/Nuke"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,What nickname does Annie give Ebby?,Nuke,Nuke,What nickname does Annie give Ebby ?,Nuke,Nuke"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,What nickname does Crash give Ebby?,Meat,Meat,What nickname does Crash give Ebby ?,Meat,Meat"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,What is Crash trying to teach Ebby regarding his pitching?,To control his fastball,not to think,What is Crash trying to teach Ebby regarding his pitching ?,To control his fastball,not to think"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,What does Crash do when Ebby refuses the calls he's made?,He tells the batter what's coming,Tells the batter what pitches are coming,What does Crash do when Ebby refuses the calls he s made ?,He tells the batter what s coming,Tells the batter what pitches are coming"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,What is Crash trying to teach Ebby by letting the batter make the pitching calls?,Not to think,Not to think,What is Crash trying to teach Ebby by letting the batter make the pitching calls ?,Not to think,Not to think"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,What happens to Nuke at the end of the story?,He gets called up to the majors,He was being interviewed by the press as a major leaguer.,What happens to Nuke at the end of the story ?,He gets called up to the majors,He was being interviewed by the press as a major leaguer ."
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,What record does Crash break ?,Minor league record for career home runs,Minor league home runs,What record does Crash break ?,Minor league record for career home runs,Minor league home runs"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,Why is Crash brought to the Durham Bulls?,He is brought up to help train a pitcher with great potential but who needs control,To coach Ebby Calvin Laloosh about becoming a major leaguer.,Why is Crash brought to the Durham Bulls ?,He is brought up to help train a pitcher with great potential but who needs control,To coach Ebby Calvin Laloosh about becoming a major leaguer ."
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,For whom's affection do Ebby and Crash vie?,Annie,Annie,For whom s affection do Ebby and Crash vie ?,Annie,Annie"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,What team does Crash join after being released from the Durham Bulls?,The Asheville Tourists,Asheville Tourists,What team does Crash join after being released from the Durham Bulls ?,The Asheville Tourists,Asheville Tourists"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,What nickname does Crash give Ebby?,Meat,Meat,What nickname does Crash give Ebby ?,Meat,Meat"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,What do Crash and Annie realize once Ebby becomes a better baseball player?,Crash and Annie are a better match than Annie and Ebby,That they're in love,What do Crash and Annie realize once Ebby becomes a better baseball player ?,Crash and Annie are a better match than Annie and Ebby,That they re in love"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,""What is Crash's initial reaction to Ebby getting called up to """"The Show""""?"",Crash is jealous,Jelous anger,What is Crash s initial reaction to Ebby getting called up to The Show ?,Crash is jealous,Jelous anger"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,Why is Crash jealous when Ebby gets called up to the major leagues?,Crash thinks that Ebby doesn't appreciate his own talent,Because he is frustrated that Ebby don't recognize his talent.,Why is Crash jealous when Ebby gets called up to the major leagues ?,Crash thinks that Ebby does n't appreciate his own talent,Because he is frustrated that Ebby do n't recognize his talent ."
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,Why do the Bulls release Crash?,The Bulls do not need him anymore once Ebby is called up to the major leagues,They have no use for Eddy's mentor,Why do the Bulls release Crash ?,The Bulls do not need him anymore once Ebby is called up to the major leagues,They have no use for Eddy s mentor"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,What does Crash do once he retires?,Crash goes back to be with Annie,returns to Durham,What does Crash do once he retires ?,Crash goes back to be with Annie,returns to Durham"
"00f9dbb0a851bc6099d5216e5fa8719b2ac3b82b,train,What kind of relationship do Crash and Ebby have when they first meet?,Crash and Ebby do not start out on the best terms and are fighting over the same girl,Rocky,What kind of relationship do Crash and Ebby have when they first meet ?,Crash and Ebby do not start out on the best terms and are fighting over the same girl,Rocky"
